0,1000000,1000000,0,1,0,0,1
1,1000000,1000000,0,2,0,0,1
2,1000000,1000000,0,4,0,0,1
3,1000000,1000000,0,10.000228,1.999999987019967,0.001999999987019967,1
4,1000000,1000000,0,26.003344,7.742207748262918,0.007742207748262918,1
5,1000000,1000000,0,64.01933200000001,30.46254556466175,0.03046254556466175,1
6,1000000,1000000,0,158.92446,91.84567820975241,0.09184567820975241,1
7,1000000,1000000,0,365.712024,277.4133783327771,0.2774133783327771,1
8,1000000,1000000,0,862.504424,698.7581519624421,0.6987581519624421,1
9,1000000,993703,6297,1903.959476,1794.379360672353,1.800055786541848,1
10,1000000,993598,6402,4541.324076,4547.915140188711,4.562543291211495,1
11,1000000,985945,14055,10226.68136,11600.92016076704,11.68331519838483,1
12,1000000,985034,14966,24112.831364,28606.74255042252,28.82323993340416,1
13,1000000,971082,28918,53267.211764,70020.64960890404,71.05557913852181,1
14,1000000,970077,29923,123787.994044,170942.6886262227,173.5591148044531,1
15,1000000,957970,42030,268743.258328,409921.5579982032,418.8174847677973,1
16,1000000,955196,44804,617276.392676,981020.2295211188,1003.764230662837,1
17,1000000,939034,60966,1328677.63062,2331886.772654,2406.394356117905,1
18,1000000,935114,64886,3029107.140084,5521046.141657349,5709.381943521274,1
19,1000000,917947,82053,6432656.299944,12759913.43078288,13317.9973617092,1
20,1000000,913409,86591,14532370.839712,30401896.73846097,31810.31988008991,1
21,1000000,894322,105678,30475522.40347195,68518084.84420598,72453.31457810511,1.003173353669036
22,1000000,889466,109276,68636588.66552043,163073379.1272465,172909.3167386306,1.016307537331388
23,1000000,865344,126686,143245683.6968824,360255872.3009821,387272.5144787942,1.026451908142889
24,1000000,854881,130949,317145289.9032889,833808540.592962,901806.8022056707,1.051366213543172
25,1000000,825228,148766,654323149.1758677,1830978916.318076,2015562.94666404,1.072009190187439
26,1000000,809868,152467,1445278402.094663,4256361669.185603,4729676.140260383,1.105388779406027
27,1000000,777196,169327,2936466640.303204,9171226393.7036,10403084.7337671,1.13550635875635
28,1000000,757147,173421,6389601146.860993,20720783944.29141,23813107.87765861,1.177348652243223
29,1000000,720894,190563,13029662142.7341,46180752255.80303,54390781.33273946,1.217499382710912
30,1000000,698947,193579,28154361354.80169,101796592508.9591,121761816.4473851,1.268608349417052
31,1000000,661575,210751,56527715200.742,212347955403.5365,261070944.8853504,1.323561198654726
32,1000000,636160,213021,119865154793.007,471009728666.2726,590536435.5557319,1.383108023138833
33,1000000,597804,228850,237192882912.0986,1019746426327.609,1318902780.082137,1.448730687650133
34,1000000,570728,232807,501393921854.0397,2244537695880.554,2971066097.882655,1.524875247052887
35,1000000,532367,247371,974329720041.6322,4477383390530.353,6136471484.070972,1.609979581754692
36,1000000,502828,250779,2061685402269.995,9727217811013.146,13717624609.44327,1.700955396278648
37,1000000,464777,267313,3960816402498.759,20808291110046.38,30522078210.68222,1.805222719712894
38,1000000,436934,269710,8117443364077.473,39865146053427.25,60309459908.63773,1.91312417893778
39,1000000,399361,284319,15488480516853.55,78082632249791.98,123558213374.9443,2.040336938258869
40,1000000,371761,287672,31632953195334.12,170938019266730,280353997805.6613,2.175951753949446
41,1000000,337559,301082,59555009408886.38,371752801341535.1,639851811767.9219,2.330807355158654
42,1000000,310069,304036,121224909733233,669397066576261.6,1202138844206.646,2.491771186413346
43,1000000,278595,319111,225858858697219.6,1963661222328669,3720316642700.722,2.676957590767961
44,1000000,254065,320732,440960157692333.8,2913506275390766,5780208941588.92,2.875201228032196
45,1000000,223891,334774,781484504567153.4,4816841867682780,10179913107663.91,3.094233354623455
46,1000000,202477,337907,1592027437277306,1.191407938279119e+16,26477235649938.07,3.347861732443685
47,1000000,177172,351129,2834673618692364,1.960807261529659e+16,46584062816467.72,3.608713566477773
48,1000000,157160,354156,5424379000998508,3.860458622611774e+16,97379578827780.92,3.910027996945788
49,1000000,135818,366688,1.008895853953694e+16,1.32350200556978e+17,359125247478127.5,4.245674358332474
50,1000000,118812,369844,1.850337693042724e+16,1.536642603063134e+17,445802722584340.1,4.573645759687573
51,1000000,101718,382545,3.159907357951113e+16,3.018213873906109e+17,946348514858597.4,5.009339546589591
52,1000000,86948,384464,6.148744046083055e+16,9.0985568725922e+17,3085621953187804,5.409819662326908
53,1000000,73094,397193,1.002126759967852e+17,8.363148190579264e+17,3093349048665508,5.876104741839275
54,1000000,62068,400054,1.885264476242238e+17,1.46313856675048e+18,5872886155982575,6.362312302635819
55,1000000,51109,411494,3.355233421791076e+17,4.128034374079865e+18,1.825974100291064e+16,7.002465319219707
56,1000000,42520,414975,5.524650495433249e+17,4.577672560240736e+18,2.219975065583202e+16,7.503739416745061
57,1000000,34081,426476,9.623002892196289e+17,1.094627920241485e+19,5.92939464320267e+16,8.316628033214988
58,1000000,27891,428815,1.673728515763015e+18,2.188002240262888e+19,1.310134006306122e+17,9.029902118963106
59,1000000,22167,440315,2.804226416488668e+18,3.19746558402736e+19,2.147595167274073e+17,9.817386204718726
